form,rtol,N,a,omega,phi,onsite,O-3,O-2,O-1,O,O+1,O+2,O+3,N1-3,N1-2,N1-1,N1+1,N1+2,N1+3,N2-2,N2-1,N2,N2+1,N2+2,N3-2,N3-1,N3+1,N3+2,N4-1,N4,N4+1,N5-1,N5+1,N6
SS-p,1e-11,51,15,13.6,0,0,(3.5058960721813595e-05-2.3954429137840753e-11j),(-0.0019193953708084043-2.0781965397452793e-11j),(0.10436718114184271-1.3852110111047349e-11j),(-0.2049643332675493-2.5976462217326345e-11j),(0.10436718114179938-1.3852110111047769e-11j),(-0.001919395370910468-2.0781965397453404e-11j),(3.5058960605910675e-05-2.3954429137841322e-11j),(-0.999988168203977-2.850675057557427e-11j),(-0.9961746110198517-3.675697698803352e-11j),(-0.6940997062065456-3.717315450185035e-11j),(-0.6940997062065709+4.0542553149804874e-11j),(-0.9961746110198934+3.743263893120782e-11j),(-0.9999881682040006+3.030206360671172e-11j),(0.001224377241680772+2.4472796747343184e-11j),(-0.07422026946368113+8.147617647515284e-11j),(0.104367181141821-9.230331159046453e-12j),(-0.07422026946371633-7.592057869817166e-11j),(0.0012243772416068144-3.482971858884272e-11j),(0.0005716715012723281-4.8881027320380365e-11j),(0.0038253889773432388-3.6770011767932973e-11j),(0.0038253889773317597+3.7418458553646486e-11j),(0.0005716715012475768+4.7170361803255866e-11j),(0.0012243772416493223+5.835973059966777e-11j),(-0.0019193953708640794-7.85059145840439e-12j),(1.1831791231879836e-05+3.026825328174877e-11j),(1.1831791243444804e-05-2.8536083579241728e-11j),(0.0038253889773432388-3.6770011767932973e-11j),(3.505896066035932e-05-6.411450438752938e-12j)
SS-p,1e-11,51,15,13.7,0,0,(3.3722506325354826e-05-2.4010169975505797e-11j),(-0.0018736707207929067-2.082792583249552e-11j),(0.10360696645842853-1.397770141457688e-11j),(-0.20353275133223409-2.586312493644996e-11j),(0.1036069664584316-1.3977701414576818e-11j),(-0.0018736707208147595-2.082792583249614e-11j),(3.3722506261708906e-05-2.4010169975507164e-11j),(-0.9999886469957321-2.8009896215471234e-11j),(-0.996272812445044-3.635396737761351e-11j),(-0.6983939911014578-3.6702192100465724e-11j),(-0.6983939911014534+3.99370229223778e-11j),(-0.9962728124450472+3.696764585916297e-11j),(-0.9999886469957588+2.9767479606221894e-11j),(0.00119627913138753+2.578468976928095e-11j),(-0.07327028280424686+8.369968983453365e-11j),(0.10360696645842428-9.280396513933683e-12j),(-0.07327028280424433-7.859862690795859e-11j),(0.0011962791313615256-3.624494819088432e-11j),(0.0005543627740069916-4.7679543444166474e-11j),(0.0037271875522056773-3.64406085603513e-11j),(0.0037271875522065963+3.6880789512681544e-11j),(0.0005543627740016896+4.5827261927131574e-11j),(0.001196279131365533+5.988977783938538e-11j),(-0.0018736707208179505-7.705560635640887e-12j),(1.1352999557259075e-05+2.958438817903259e-11j),(1.1352999554811705e-05-2.819261146222709e-11j),(0.0037271875522056773-3.64406085603513e-11j),(3.372250628388141e-05-6.152476392633768e-12j)
SS-p,1e-11,51,15,13.8,0,0,(3.244322250263814e-05-2.3725440686225546e-11j),(-0.001829191725387291-2.0573933999609173e-11j),(0.1028441978414256-1.3917970067529292e-11j),(-0.2020936804619641-2.577315231155718e-11j),(0.10284419784140365-1.3917970067529065e-11j),(-0.001829191725442735-2.057393399960832e-11j),(3.244322236190683e-05-2.372544068622447e-11j),(-0.9999891040799261-2.797909519814925e-11j),(-0.9963680514917297-3.632308938314399e-11j),(-0.7026038079731267-3.6356088493769125e-11j),(-0.7026038079731285+3.9623295136466516e-11j),(-0.9963680514916962+3.7023085775489976e-11j),(-0.9999891040798595+2.9809048764379533e-11j),(0.0011688951599757302+2.7091699817244754e-11j),(-0.07233658466744396+8.415235569630842e-11j),(0.10284419784141446-9.43151147445456e-12j),(-0.0723365846674565-7.927636402100671e-11j),(0.001168895159928954-3.732170729351772e-11j),(0.0005376736433740986-4.729468593543184e-11j),(0.003631948505604597-3.632272796790909e-11j),(0.0036319485056039453+3.702280309314049e-11j),(0.0005376736433921952+4.5588551162350336e-11j),(0.00116889515995595+6.03938515257895e-11j),(-0.0018291917254164482-8.029996652948026e-12j),(1.0895915543352743e-05+2.980097722004332e-11j),(1.0895915543996434e-05-2.7984612983959246e-11j),(0.003631948505604597-3.632272796790909e-11j),(3.2443222429143654e-05-6.823181463374375e-12j)
SS-p,1e-11,51,15,13.9,0,0,(3.121844320490202e-05-2.3676448516971508e-11j),(-0.0017859231392226673-2.0531197722135233e-11j),(0.10207949468020755-1.3933363047220473e-11j),(-0.20064842486322151-2.5784926117954712e-11j),(0.1020794946802119-1.3933363047220397e-11j),(-0.0017859231392513097-2.0531197722134822e-11j),(3.121844317293285e-05-2.367644851697121e-11j),(-0.9999895405263118-2.7903451076476887e-11j),(-0.9964604264416596-3.5965434853331e-11j),(-0.7067311447987767-3.552756396629134e-11j),(-0.7067311447987787+3.8753805091326983e-11j),(-0.996460426441649+3.667540286855084e-11j),(-0.9999895405262873+2.969546912039123e-11j),(0.0011422080643875726+2.572690425396e-11j),(-0.07141887366042564+8.215903687598056e-11j),(0.1020794946802091-9.427353956316124e-12j),(-0.0714188736604234-7.729186323820282e-11j),(0.0011422080643551478-3.5822578529996623e-11j),(0.0005215793275482592-4.66292930069617e-11j),(0.003539573555728316-3.600849172512299e-11j),(0.0035395735557266932+3.6632329694165706e-11j),(0.0005215793275557524+4.494118152023957e-11j),(0.0011422080643670677+5.901532289064974e-11j),(-0.00178592313924299-7.919171043089192e-12j),(1.0459469252301827e-05+2.956441047585305e-11j),(1.0459469253079091e-05-2.803275195085824e-11j),(0.003539573555728316-3.600849172512299e-11j),(3.121844318198526e-05-6.64728842234791e-12j)
SS-p,1e-11,51,15,14.0,0,0,(3.004563628901892e-05-2.3741484840649e-11j),(-0.001743830559703312-2.0634602474963568e-11j),(0.10131343803390377-1.4065561862009375e-11j),(-0.19919821063046547-2.571106641636312e-11j),(0.10131343803389142-1.4065561862009057e-11j),(-0.0017438305597262207-2.0634602474962983e-11j),(3.0045636246319408e-05-2.3741484840647808e-11j),(-0.9999899573495553-2.723964779604549e-11j),(-0.9965500322674545-3.533667363243104e-11j),(-0.710777941200955-3.498659436218115e-11j),(-0.7107779412009501+3.823784427656552e-11j),(-0.9965500322674378+3.610770489451814e-11j),(-0.999989957349525+2.896889802707892e-11j),(0.0011162007893313402+2.8038379921828087e-11j),(-0.07051685200442342+8.654568101623096e-11j),(0.10131343803390072-9.427112061397328e-12j),(-0.07051685200443135-8.195093741997457e-11j),(0.0011162007893114035-3.827395239360009e-11j),(0.0005060560993129137-4.426758876890204e-11j),(0.0034499677299423934-3.524670034317629e-11j),(0.0034499677299453437+3.619595881545223e-11j),(0.0005060560993169058+4.278641981408142e-11j),(0.0011162007893253175+6.161237933692049e-11j),(-0.0017438305597111173-7.692955086185043e-12j),(1.0042646040149257e-05+2.916391627582132e-11j),(1.0042646040904187e-05-2.7041132969502832e-11j),(0.0034499677299423934-3.524670034317629e-11j),(3.0045636272172703e-05-6.2081380112410476e-12j)
SS-p,1e-11,51,15,14.1,0,0,(2.892239498474059e-05-2.38175348148441e-11j),(-0.0017028804309089525-2.0692953795971308e-11j),(0.10054657267311023-1.4239656656502292e-11j),(-0.19774418981105735-2.5586095129044515e-11j),(0.10054657267319501-1.4239656656502991e-11j),(-0.001702880430767383-2.0692953795972242e-11j),(2.8922395161367016e-05-2.3817534814845456e-11j),(-0.9999903555088139-2.7808798359421644e-11j),(-0.9966369607198664-3.6196045128865046e-11j),(-0.7147460893176983-3.4491561998089787e-11j),(-0.7147460893177108+3.760387857640112e-11j),(-0.996636960719911+3.699493827205291e-11j),(-0.9999903555088638+2.9515119971842635e-11j),(0.0010908565051444778+3.122236587359697e-11j),(-0.06963022570617959+9.006861297072812e-11j),(0.10054657267314934-9.628373742717322e-12j),(-0.0696302257061235-8.6231167116479e-11j),(0.001090856505250051-4.1732023302429975e-11j),(0.000491081247770767-4.4683373577457555e-11j),(0.0033630392775531124-3.624616622339406e-11j),(0.0033630392775349763+3.6945094714750286e-11j),(0.0004910812477584964+4.299905917571652e-11j),(0.0010908565051812227+6.489624002849313e-11j),(-0.001702880430834925-7.809590288212162e-12j),(9.644486807181647e-06+2.9429791124675594e-11j),(9.644486820772988e-06-2.7896170966410992e-11j),(0.0033630392775531124-3.624616622339406e-11j),(2.8922395089531053e-05-6.355721995163217e-12j)
SS-p,1e-11,51,15,14.2,0,0,(2.7846429776418776e-05-2.3865653454883038e-11j),(-0.001663040042596035-2.0709440821247584e-11j),(0.09977940901487975-1.4347278955826796e-11j),(-0.1962874443038472-2.552477153866149e-11j),(0.09977940901487613-1.4347278955827097e-11j),(-0.0016630400426030467-2.0709440821248424e-11j),(2.7846429782870375e-05-2.3865653454884063e-11j),(-0.9999907359167638-2.7354687131886106e-11j),(-0.9967213004495966-3.582326066028278e-11j),(-0.7186374347075313-3.423463163874718e-11j),(-0.7186374347075395+3.723415529896889e-11j),(-0.9967213004496318+3.6550346131905037e-11j),(-0.9999907359168062+2.9072330086521083e-11j),(0.001066158627155329+3.244451944811266e-11j),(-0.06875870471523285+9.199204656977087e-11j),(0.09977940901487918-9.640157075932705e-12j),(-0.06875870471523912-8.846927059562824e-11j),(0.0010661586271515484-4.2964694756025245e-11j),(0.00047663300533257267-4.364186179227874e-11j),(0.0032786995478582535-3.5886647589731815e-11j),(0.0032786995478542675+3.648602938096816e-11j),(0.0004766330053114674+4.190487183859703e-11j),(0.0010661586271540385+6.628245158083001e-11j),(-0.0016630400425979388-7.612099010732087e-12j),(9.264078933961186e-06+2.8953267601722226e-11j),(9.264078939250357e-06-2.7472166496394123e-11j),(0.0032786995478582535-3.5886647589731815e-11j),(2.7846429775460775e-05-6.066772414787744e-12j)
SS-p,1e-11,51,15,14.3,0,0,(2.6815562382979612e-05-2.3933916735453805e-11j),(-0.0016242775238563619-2.0756750462523024e-11j),(0.09901242497470726-1.4437799397379644e-11j),(-0.19482898951333902-2.548733185756447e-11j),(0.09901242497470136-1.4437799397379398e-11j),(-0.0016242775238684251-2.0756750462523034e-11j),(2.6815562380990995e-05-2.393391673545381e-11j),(-0.9999910994379974-2.7219166547289432e-11j),(-0.996803137069191-3.557501818824769e-11j),(-0.7224537772230875-3.3486527697148315e-11j),(-0.7224537772230776+3.645118726577862e-11j),(-0.9968031370691801+3.631227333554263e-11j),(-0.9999910994379885+2.8990144785477408e-11j),(0.0010420908323924719+3.226841119660858e-11j),(-0.06790200303699201+9.197612269655296e-11j),(0.09901242497470976-9.807192797553986e-12j),(-0.06790200303699355-8.889207822084536e-11j),(0.001042090832384038-4.300456953543932e-11j),(0.0004626905406254875-4.295392792572929e-11j),(0.003196862928306817-3.558605463308062e-11j),(0.0031968629283170447+3.630229785328291e-11j),(0.00046269054063343036+4.122489919748299e-11j),(0.0010420908324004184+6.610426982714286e-11j),(-0.0016242775238443298-7.826338610688172e-12j),(8.900557776962584e-06+2.8978444033899118e-11j),(8.900557767004512e-06-2.7231220024057035e-11j),(0.003196862928306817-3.558605463308062e-11j),(2.6815562407088914e-05-6.412766824783616e-12j)
SS-p,1e-11,51,15,14.4,0,0,(2.582772272701022e-05-2.3835329681145217e-11j),(-0.001586561836351794-2.0676886290090443e-11j),(0.09824606771050594-1.4437745669988202e-11j),(-0.19336977786844609-2.5535439368917642e-11j),(0.09824606771049328-1.4437745669988184e-11j),(-0.001586561836343783-2.0676886290090963e-11j),(2.582772275971393e-05-2.3835329681146134e-11j),(-0.9999914468920204-2.73420208265702e-11j),(-0.9968825532597684-3.5713522649108546e-11j),(-0.7261968719285511-3.297963262685441e-11j),(-0.7261968719285434+3.6023831566886956e-11j),(-0.9968825532597673+3.6466557695552726e-11j),(-0.9999914468920372+2.919820225057456e-11j),(0.0010186370730942541+3.3014989085627736e-11j),(-0.06705983884974959+9.2345710575472e-11j),(0.09824606771050125-9.82586132207152e-12j),(-0.0670598388497592-8.920086420733649e-11j),(0.0010186370731071208-4.354313203313132e-11j),(0.0004492339072047567-4.237576305020625e-11j),(0.0031174467377695137-3.567843477365429e-11j),(0.0031174467377747305+3.650050305412348e-11j),(0.00044923390720025464+4.069640966076814e-11j),(0.001018637073102219+6.665096830727617e-11j),(-0.0015865618363490163-7.76278699942483e-12j),(8.553103830845517e-06+2.9239084937933384e-11j),(8.55310382834101e-06-2.7300123371571074e-11j),(0.0031174467377695137-3.567843477365429e-11j),(2.582772273517857e-05-6.289584994138282e-12j)
SS-p,1e-11,51,15,14.5,0,0,(2.4880940535138276e-05-2.3613833902631507e-11j),(-0.0015498627701424506-2.0478360532630773e-11j),(0.09748075528461182-1.4455919946936601e-11j),(-0.19191070216021147-2.535474271911665e-11j),(0.09748075528460591-1.4455919946936924e-11j),(-0.0015498627701356054-2.0478360532630537e-11j),(2.4880940555979433e-05-2.3613833902631326e-11j),(-0.9999917790575225-2.680334423147621e-11j),(-0.9969596288636919-3.522918148227177e-11j),(-0.7298684300416296-3.249578242628919e-11j),(-0.7298684300416423+3.539900768620769e-11j),(-0.9969596288636986+3.6004516006913305e-11j),(-0.9999917790575098+2.8497065615106364e-11j),(0.000995781584449677+3.5955199953062986e-11j),(-0.06623193459542004+9.580636407840342e-11j),(0.09748075528460215-9.820108914225716e-12j),(-0.06623193459542778-9.298795002761174e-11j),(0.0009957815844583793-4.6263427890475624e-11j),(0.0004362439982269111-4.0656622848735123e-11j),(0.003040371133920158-3.528192183169238e-11j),(0.003040371133913094+3.595077513390003e-11j),(0.0004362439982310859+3.899676606466647e-11j),(0.0009957815844473406+6.927772601829425e-11j),(-0.001549862770155435-7.578481809209245e-12j),(8.220938475387977e-06+2.8376254457828816e-11j),(8.220938478876397e-06-2.692285754635184e-11j),(0.003040371133920158-3.528192183169238e-11j),(2.488094052991497e-05-6.070917904413094e-12j)
SS-p,1e-11,51,15,14.6,0,0,(2.3973342735193568e-05-2.358461870123073e-11j),(-0.0015141509221626949-2.049285258435595e-11j),(0.09671687825222837-1.4491829565724231e-11j),(-0.1904525986988292-2.5286411095960124e-11j),(0.09671687825225624-1.4491829565724357e-11j),(-0.0015141509221475546-2.049285258435611e-11j),(2.3973342718534855e-05-2.3584618701231635e-11j),(-0.9999920966709791-2.6505202477877565e-11j),(-0.997034440974574-3.480779675843474e-11j),(-0.7334701198410322-3.1797595966360003e-11j),(-0.7334701198410362+3.4756580153817364e-11j),(-0.9970344409745683+3.5668740631477875e-11j),(-0.9999920966709747+2.817643368045292e-11j),(0.0009735089044932595+3.6381718052902786e-11j),(-0.0654180170358479+9.660096084474091e-11j),(0.09671687825223321-9.90751319536103e-12j),(-0.06541801703582935-9.403925089544033e-11j),(0.0009735089044948771-4.6862866286725694e-11j),(0.0004237025181820413-3.927790159298518e-11j),(0.0029655590230794767-3.472037860513012e-11j),(0.0029655590230752483+3.5756897030407024e-11j),(0.0004237025181954761+3.78223907693745e-11j),(0.0009735089044804252+6.960541092552112e-11j),(-0.0015141509221723425-7.724741518189449e-12j),(7.903325088121321e-06+2.8383575536008754e-11j),(7.903325090382425e-06-2.629903612747176e-11j),(0.0029655590230794767-3.472037860513012e-11j),(2.3973342704428613e-05-6.258872395174601e-12j)
SS-p,1e-11,51,15,14.7,0,0,(2.3103148244508265e-05-2.3647808444180407e-11j),(-0.0014793976991749475-2.0544842052048483e-11j),(0.09595480114440003-1.4551780082990639e-11j),(-0.18899625032721898-2.5335349834292204e-11j),(0.09595480114436243-1.4551780082990995e-11j),(-0.0014793976992474064-2.0544842052049288e-11j),(2.3103148178829845e-05-2.3647808444181457e-11j),(-0.9999924004302732-2.672018910183045e-11j),(-0.9971070640174472-3.4732623942984685e-11j),(-0.7370035676081703-3.1040012391375826e-11j),(-0.7370035676081829+3.399739410110614e-11j),(-0.9971070640174803+3.557832337613906e-11j),(-0.9999924004303259+2.8380314842806817e-11j),(0.000951803867381264+3.4312074119878e-11j),(-0.06461781733243456+9.388338769691068e-11j),(0.09595480114438232-9.950491247048188e-12j),(-0.06461781733246538-9.140993217182409e-11j),(0.0009518038673319814-4.4814346380215946e-11j),(0.0004115919484358988-3.877640585044503e-11j),(0.002892935980218849-3.471755080620063e-11j),(0.002892935980212846+3.559415074209205e-11j),(0.00041159194841036825+3.7183181480605625e-11j),(0.0009518038673666425+6.76855423732571e-11j),(-0.0014793976992098015-7.713403164251892e-12j),(7.599565826375723e-06+2.838937947323207e-11j),(7.5995658337262885e-06-2.671237927341165e-11j),(0.002892935980218849-3.471755080620063e-11j),(2.3103148207318145e-05-6.2822194890685715e-12j)
SS-p,1e-11,51,15,14.8,0,0,(2.226866159969221e-05-2.3748119106606083e-11j),(-0.0014455752963079514-2.0635800102403413e-11j),(0.09519486389971211-1.471470338158813e-11j),(-0.18754238928019068-2.5357564600324988e-11j),(0.09519486389974535-1.471470338158859e-11j),(-0.001445575296262146-2.063580010240417e-11j),(2.2268661619333536e-05-2.374811910660724e-11j),(-0.9999926909998852-2.6226856299101915e-11j),(-0.9971775698446269-3.438952275107078e-11j),(-0.7404703585467426-3.0741203590246376e-11j),(-0.7404703585467526+3.3637568701869876e-11j),(-0.9971775698446572+3.51824381745676e-11j),(-0.9999926909999292+2.7876081259429794e-11j),(0.0009306516186971422+3.681299704191777e-11j),(-0.06383107107520566+9.792704515876241e-11j),(0.09519486389973142-1.008090372624433e-11j),(-0.0638310710751843-9.589157421163695e-11j),(0.0009306516187296873-4.746797263530419e-11j),(0.00039989550991343477-3.692098161138417e-11j),(0.0028224301530676518-3.4382468583525275e-11j),(0.0028224301530575605+3.5190557182426795e-11j),(0.00039989550990249105+3.5213216536980744e-11j),(0.0009306516187112529+7.031160974666009e-11j),(-0.0014455752962750541-7.754989755390148e-12j),(7.308996263937482e-06+2.788698724935489e-11j),(7.308996268825716e-06-2.6220957851538407e-11j),(0.0028224301530676518-3.4382468583525275e-11j),(2.2268661623789444e-05-6.3436486863460766e-12j)
SS-p,1e-11,51,15,14.9,0,0,(2.146827039622606e-05-2.3810815204632775e-11j),(-0.0014126566870230005-2.0665528738086473e-11j),(0.0944373832093534-1.4815739682401215e-11j),(-0.18609169989415758-2.5338460099480065e-11j),(0.09443738320937915-1.4815739682401338e-11j),(-0.001412656687017736-2.0665528738086758e-11j),(2.1468270392347488e-05-2.38108152046324e-11j),(-0.9999929690090381-2.5892305557611518e-11j),(-0.9972460278135993-3.405230443429865e-11j),(-0.7438720377224489-3.030252968659207e-11j),(-0.7438720377224516+3.308905654335803e-11j),(-0.9972460278136249+3.483685653566559e-11j),(-0.9999929690090595+2.7592133555435256e-11j),(0.0009100376150620684+3.6754421846293934e-11j),(-0.06305751831712231+9.761141983262999e-11j),(0.09443738320937266-1.0183591683583742e-11j),(-0.06305751831710514-9.595665975422332e-11j),(0.0009100376150573414-4.754236976429482e-11j),(0.00038859713687704146-3.699429249352707e-11j),(0.0027539721841046316-3.401340349031842e-11j),(0.002753972184101476+3.4874343724110236e-11j),(0.0003885971368604948+3.5358490144828186e-11j),(0.0009100376150595502+7.039221472367526e-11j),(-0.0014126566870066842-7.75058809565493e-12j),(7.030987138690334e-06+2.768260248323618e-11j),(7.030987139515954e-06-2.5799659441818505e-11j),(0.0027539721841046316-3.401340349031842e-11j),(2.146827041172752e-05-6.3165987310928105e-12j)
